qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Though_the_distinction|Aunque el cambio os resultó repentino,                                   en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor.                                    Os lanzasteis al mundo sin nada excepto vuestro instrumento a la espalda y vuestra voz.                                   Era una existencia pobre, con multitud de noches hambrientas cuando la gente no apreciaba vuestro arte,                                   pero fuisteis capaz de sobrevivir sólo con vuestra música. Al pasar los años, aprendisteis a tocar frente a bandas                                   de borrachos en las tabernas, y ganasteis experiencia para conseguir lo que deseabais gracias a vuestra labia.
qstr_a_citadel_student|un estudiante de la ciudadela
qstr_Though_the_distinction_|Aunque el cambio os resultó repentino,                                   en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor.                                    Os encontrasteis estudiando en una universidad en Oldtown,                                   aprendiendo teología, filosofía y medicina.                                   Pero no todas vuestras lecciones se impartieron en las aulas.                                   A veces os aventurabais con vuestros compañeros por los callejones en busca de vino, mujeres y una buena pelea.                                   Sin embargo, no dejasteis de observar cómo se llevaba a cabo el arreglo de una mandíbula rota,                                   o cómo un ciudadano enfadado podía ser persuadido para dejar su garrote y aceptar una compensación en dinero por la destrucción de su tienda.
qstr_Though_the_distinction_f|Aunque el cambio os resultó repentino,                                   en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor.                                   Atendiendo a la llamada del camino, viajasteis de aldea en aldea comprando y vendiendo lo que podíais.                                   No fue una vida adinerada, pero aprendisteis a regatear incluso frente los ancianos más miserables,                                   consiguiendo buenos precios. Intuisteis que pronto estaríais {reg3?lista:listo} para comenzar vuestro propio negocio...
qstr_Though_the_distinction_fe|Aunque el cambio os resultó repentino,                                   en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor.                                    Comenzasteis a trabajar en una herrería, creando objetos bellos y útiles a partil del simple metal.                                   Al pasar el tiempo os convertisteis en {reg3?maestra:maestro} de vuestro oficio, y vuestro buen hacer comenzó a reportaros beneficios.                                   Con la tripa llena y la chimenea ardiendo, contemplasteis con orgullo vuestro trabajo y vuestra reputación.
qstr_Though_the_distinction_fel|Aunque el cambio os resultó repentino,                                   en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor.                                   {reg3?Hastiada:Hastiado} de la ambición de dinero de los hombres, os refugiasteis en los bosques                                   de vuestro señor y decidisteis haceros con su botín de caza, sin atender a las leyes. Cazasteis ciervos, jabalíes y gansos, y vendisteis                                   su preciada carne en el mercado negro. Talasteis árboles ante las narices de los guardias y los convertisteis en leña                                   que calentó muchos hogares helados en invierno. Todo por una miaja de dinero, por supuesto...
qstr_{s1}^^_Then_as_a_you|{s1}^^ Entonces, como adolescente, tu vida cambió como siempre hace. Os convertisteis en {s2}. {s3}
qstr_Only_you_know_exactl|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.                                   De todas formas, no fue una decisión difícil, habida cuenta la ira de vuestro corazón.                                   Queréis venganza. Queréis justicia. Lo que os hicieron no puede ser desecho,                                   y estas deudas sólo pueden ser pagadas con sangre...
qstr_Only_you_know_exactly|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.                                   Lo único que podéis decir es que no soportabais quedaros, no con los                                    dolorosos recuerdos de vuestros seres amados tan cerca. Tal vez vuestra nueva vida os permita olvidar,                                    u honrar a aquéllos que no os atrevéis a nombrar...
qstr_Only_you_know_exactly_|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.                                    Ni siquiera os acordáis de por qué vuestra casa se convirtió en una prisión, de cuándo lo familiar se transformó en mundano, pero vuestros deseos de                                    aventura inundaron vuestra vida. Ya sea que soñáis con llegar a un lugar lejano o simplemente deseáis caminar sin rumbo y libremente,                                    no podíais soportar quedaros en el mismo lugar. Simplemente echasteis a andar, y nunca más mirasteis atrás...
qstr_Only_you_know_exactly_w|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.                                   Sin embargo, sabéis que no podéis regresar. No hay nada ni nadie a donde regresar. Vuestro hogar ya no existe                                    y debéis aceptar que os enfrentáis al mundo {reg3?sola:solo}, para ahogaros o salir a flote...
qstr_Only_you_know_exactly_wh|Sólo vos sabéis cuál fue la causa de que abandonaseis vuestra antigua vida y os lanzaseis a la aventura.                                    Para todos los demás, está claro que lo único que os motiva es el beneficio personal.                                    Queréis riquezas, poder, que os respeten y que os teman.                                    Queréis ser la persona a la que los demás obedecen.                                    Queréis que la gente conozca vuestro nombre y tiemble cada vez que se pronuncie.                                    Lo queréis todo, y no permitiréis que nadie se interponga en vuestro camino...
qstr_{s1}^^_But_soon_ever|{s1}^^ Pero pronto todo cambió y decidiste nombrarte aventurero.                              Lo que te hizo tomar la decisión fue {s2}. {s3}
qstr_{s1}^^_As_a_{s3}_{s2|{s1}^^ Como {s3} {s2}. Habéis {s4}
qstr_{reg0}_denars_added_|{reg0} monedas añadidos a la tesorería.
qstr_{reg0}_denars_remove|{reg0} monedas retirados de la tesorería.
qstr_{s1}_and_{s2}_have_e|{s1} y {s2} se han aliado.
qstr_{s1}_and_{s2}_have_c|{s1} y {s2} han firmando un pacto defensivo.
qstr_{s1}_and_{s2}_have_co|{s1} y {s2} han firmado un acuerdo comercial.
qstr_{s1}_and_{s2}_have_con|{s1} y {s2} han firmado un pacto de no-agresión.
qstr_{s5}_patrol|Patrulla de {s5} 
qstr_Transfer_to_{s5}|Transferir a {s5}
qstr_{s5}_scout|Explorador de {s5} 
qstr_{s4}_has_returned_fr|{s4} ha regresado del exilio, pidiendo refugio a {s6} de {s5}.
qstr_{s4}_has_been_grante|{s4} ha sido perdonado por {s6} de {s5} y ha regresado del exilio.
qstr_Given_the_way_things|Dado a como están las cosas entre nosotros hoy día, {playername}, no puedo considerar prudente involucrarme en ese plan.
qstr_{playername}_I_am_gr|{playername}, te lo agradezco de corazón, pero a ojos de la gente no tienes la suficiente legitimidad como potencial co-gobernante. Casándome contigo solo bajaría mis posibilidades de reclamar el trono.
qstr_{playername}_I_know_|{playername}, sé que no fuera por ti no estaría en este trono, pero tu nombre no tiene suficiente renombre. Casarme contigo sería interpretado como una unión desigual y daría que hablar mi propia legitimidad sobre el trono.
qstr_{playername}_I_am_gra|{playername}, estoy agradecido de corazón por tu asistencia en conquistar mi trono, pero no tienes suficientes bienes como para ser un buen partido para mí. Sería una unión desigual.
qstr_{playername}_I_am_grat|{playername}, estoy agradecido de corazón, pero si aceptara me arriesgaría a ofender a lords poderosos como {s15}, quienes considerarían que tienen un honor igual o mayor que el tuyo.
qstr_{playername}_I_am_grate|{playername}, estoy agradecido de corazón, pero si aceptara me arriesgaría a ofender a lords fuertes como {s15}, quienes considerarían que tienen un honor igual o mayor que el tuyo.
qstr_{playername}_while_I|{playername}, aunque estoy muy agredido, debo admitiros que siento un aprecio especial por {s15}.
qstr_Our_realm_has_too_fe|Nuestro reino tiene pocos vasallos. En el estado precario en el que nos encontramos debo considerar hacer una alianza política potencial como cebo para atraer nuevos vasallos y aún no puedo ver a ningún {reg65?pretendiente:candidato}.
qstr_Because_I_have_insuf|Dado que tengo pocos bienes personales en comparación a {s15}, si acepto tal acuerdo, correría el riesgo de parecer una marioneta, lanzando la estabilidad del reino directa al peligro.
qstr_Because_my_personal_|Dado que tengo pocos bienes personales en comparación a otros lords de {s14}, si acepto tal acuerdo, correría el riesgo de parecer una marioneta, lanzando la estabilidad del reino directa al peligro.
qstr_I_am_grateful_to_you|Te lo agradezco, {playername}, pero tienes demasiados enemigos entre los lords de {s14} por lo que tu propuesta es poco políticamente viable. Si aceptase, podría haber una revuelta.
qstr_You_have_engendered_|Habéis engendrado demasiada controversia recientemente, {playername} .  Si acepto ahora, podría provocar una revuelta entre los lords de {s14}. Hablemos de esto despues cuando el odio hacia ti haya pasado.
qstr_If_you_desire_to_lea|Si anhelais liderar {s14} junto a mí, recoged informes de mis vasallos para convertiros en Mano, y así demostrarles que tenéis habilidades para liderar una guerra.
qstr_Our_realm_has_lost_t|Nuestro reino a perdido mucho territorio. Un tiempo atrás teníamos {s1} pero ahora solo tenemos {s0}.  En el actual estado de precariedad que nos encontramos solo pienso en la posibilidad de una alianza política para usarla como moneda de cambio con otros soberanos, así que estoy intentando comprometerme con {reg65?pretendiente:candidato}. Restaura {s14} a su antigua gloria y me encantaría que gobernaras a mi lado como mi {marido/esposa}
qstr_{s0}_{reg0?have:has}|{s0} {reg0?ha:ha} caido en manos extrangeras.  Devuelve a {s14} sus legítimas fronteras, y me encantaría que gobernaras a mi lado como mi {marido/esposa}
qstr_You_have_only_been_m|Habéis sido Mano solo por {reg0} {reg1?días:día}.  Hablemos de esto después de al menos dos semanas.
qstr_If_not_for_you_I_wou|Si no fuera por vos, nunca me habría sentado en este trono, {playername}. Cuando empezamos nuestro largo camino, poca gente tuvo el coraje de ayudarme. Y menos aún pusieron sus vidas en riesgo por mi causa. Pero vos no, os lanzasteis contra el enemigo sin titubear. Hemos pasado muchas cosas juntos y, con la ayuda de los Siete, hemos prevalecido. Aceptaré encantado vuestra proposición y seréis mi {marido/mujer} y por tanto, monarca consorte de {s14}.
qstr_axe|hacha
qstr_spear|lanza
qstr_bow|arco
qstr_sword|espada
qstr_axes|hachas
qstr_spears|lanzas
qstr_bows|arcos
qstr_swords|espadas
qstr_swing_my_axe|lanzar un tajo con mi hacha
qstr_lift_my_spear|alzar mi lanza
qstr_loose_my_arrows|soltar mis flechas
qstr_swing_my_sword|lanzar un tajo con mi espada
qstr_sultan|sultan
qstr_khans|khans
qstr_sultans|sultans
qstr_kings|reyes
qstr_lord|lord
qstr_lords|lords
qstr_goatherd|cabrero
qstr_swineherd|porqueuro
qstr_stable_{boy/girl}|{chico/chica} del establo
qstr_shepherd_{boy/girl}|{pastor/pastora}
qstr_kvass|kvass
qstr_kumis|kumis
qstr_mead|hidromiel
qstr_wine|vino
qstr_{reg6?M:m}y_poppet|{reg6?M:m}i marioneta
qstr_{reg0?Y:y}ou|{reg0?T:t}u
qstr_{reg0?M:m}yself|{reg0?A:a} mi mismo
qstr_{reg0?O:o}ur_{s1}_{s|{reg0?N:n}uestro {s1} {s0}
qstr_{reg0?M:m}y_{s1}_{s0|{reg0?M:m}i {s1} {s0}
qstr_{reg0?Y:y}our_{s1}_{|{reg0?T:t}u {s1} {s0}
qstr_{s2}{s1}_|{s2}{s1}, 
qstr__The_following_food_|Los siguientes alimentos han sido destruidos o saqueados: {s2}. 
qstr__A_pack_horse_has_ra|¡Un caballo ha huído!
qstr__Some_tools_have_bee|Algunas herramientas se han roto o perdido.
qstr__{reg3}| {reg3}
qstr_{s2}:_{reg3}_{reg4}_|{s2}: {reg3}, {reg4} días
qstr_{s4}:_{reg4}|{s4}: {reg4}
qstr_{s1}_gathering_suppo|{s1}(buscando información)
qstr_{s1}__intelligence_|{s1} (inteligencia)
qstr_{s1}__ambassy_|{s1} (embajador)
qstr_{s1}__minister|{s1} (ministro)
qstr_{s1}__under_arms_|{s1} (en armas)
qstr_{s1}__attempting_to_|{s1} (intentando volver)
qstr_{s1}__separated_afte|{s1} (separado después de batalla)
qstr_{s57}_and_{s50}|{s57} y {s50}
qstr_Calradia.|Poniente.
qstr_sworn_man|hombre juramentado
qstr_ruler|gobernante
qstr_free_man|hombre libre
qstr_{s1}_Renown:_{reg40}|{s1} Renombre: {reg40}, Controversia: {reg41}^Honor: {reg42}, Derecho a trono: {reg43}^                                  Eres un {s44} de {s45}^{reg45?{reg46?Vuestro señor feudal, {s46},{s47}:Eres gobernante de {s45}}:}^^Amigos: ^Enemigos: ^^Feudos:^  {reg50?{s50}:sin feudos}
qstr_{s1}{s2}_{reg46?Repu|{s1}{s2} {reg46?Presunto {s42}:}^Renombre: {reg40}, Controversia: {reg41} {reg46?Impaciencia: {reg43}:}^                                    {s44} noble de {s45}^{reg46?Señor feudal: {s46}, Relación: {reg47}:Gobernante de {s45}}^^{reg48?Actualmente prisionero de {s48}:}^                                    Días desde el último encuentro {reg49}^^Feudos {reg51?(feudo prometido)):}:^  {reg50?{s50}:sin feudos}
qstr_conventional|convencional
qstr_adventurous|aventurero
qstr_otherwordly|espiritual
qstr_ambitious|ambicioso
qstr_moralist|moralista
qstr_just_met|recién conocido
qstr_admirer|admirador
qstr_promised|prometido
qstr_breakup|separado
qstr_unknown|desconocido
qstr_Heroic_{s50}|Heroico {s50}
qstr_Allegoric_{s50}|Alegórico {s50}
qstr_Comic_{s50}|Cómico {s50}
qstr_Mystic_{s50}|Místico {s50}
qstr_Tragic_{s50}|Trágico {s50}
qstr_{s1}{s2}_Controversy|{s1}{s2} Controversia: {reg41}^Reputación: {s42}, Cortejo: {s43}^                                    Pertenece a {s45}^{reg46?Su padre, {s46}:Su guardian, {s46}}{s47}^Visita permitida: {reg45?si:no} {reg48?prometida a {s48}:}^^                                  Días desde el último encuentro: {reg49}^^Poemas:^  {reg50?{s50}:ningún poema escuchado}
qstr_Gathering_support|Buscando información
qstr_Gathering_intelligen|Ganando inteligencia en {s66}
qstr_Ambassy_to_{s66}|Embajador en {s66}
qstr_Minister|Ministro
qstr_none|ninguno
qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Reputacion: {s42}^                                    Nacido en {s43}^Contacto en {s44} de {s45}.^                                  ^{reg48?Actualmente prisionero de{s48}:}^Días desde la última charla: {reg49}^^Misión actual:^  {s50}{reg50?, regresa en {reg50} días.:}
qstr_{s1}^|{s1}^
qstr_Your_party_consumed_|Vuestro grupo consume {reg1} unidades de comida{reg4?, {reg4} por forraje: }({reg2} días restante).
qstr_{s2}_managed_to_fora|{s2} ha conseguido forrajear {reg4} unidades de alimentos para complementer a los suministros.
qstr_{s1}_wife_of_{s3}{re|{s1}, esposa de {s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_|{s1}, {reg1?hija de:pupila de} {s3}{reg4?, prometida con {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} y {s6}
qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, hijo de {s5}{reg1?,:{reg0?,:}}:}{reg1? prisionero{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter|{s10}, {reg1?hija de:pupila de} {s3}{reg4?, prometida con {s5}:}{reg0?,{s60}:}
qstr_Messenger_{s65}|Mensajero {s65}
qstr_Envoy_{s65}|Enviado {s65}
qstr_Consul_{s65}|Cónsul {s65}
qstr_Legate_{s65}|Legado {s65}
qstr_Missi_Dominici_{s65}|Missi Dominici {s65}
qstr_{s65}|{s65}
qstr_{s10}{reg0?__who{s60|{s10}{reg0? (who{s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
qstr_{s0}_Trade_Ledger_Ar|{s0} Variedad mercantil
qstr_Hold|Mantener
qstr_{s1}_x{reg0}|{s1} x{reg0}
qstr_Hold_Fire|Alto el fuego
qstr_Fire_at_Will|Fuego a discreción
qstr_Use_Shield|Usar escudo
qstr_Back_10_Paces|Retroceded 10 pasos
qstr_{s2}^{s1}|{s2}^{s1}
qstr_No_Position_Orders|Sin Órdenes de posicion
qstr_No_Weapons_Orders|Sin Órdenes de armas
qstr_ready_bows_and_missi|preparad arcos y proyectiles
qstr_ready_side_arms|preparad armas cortas
qstr_ready_two_handers|preparad armas a dos manos
qstr_ready_polearms|preparad armas enastadas
qstr_brandish_shields|blandid escuudos
qstr_doff_your_shields|quitaros los escudos
qstr_shields_at_will|escudos a voluntad
qstr_avoid_melee|esquivad melee
qstr_stand_and_fight|aguantad y luchad
qstr_prepare_to_volley|preparad descarga
qstr_end_volley|acabad descarga
qstr_brace_for_charge|cargad en apoyo
qstr_remove_brace_and_fig|dejad el apoyo y luchad
qstr_Everyone|Todos
qstr_No_Troops_Left.|No quedan soldados.
qstr_Undefined!|¡Sin definir!
qstr_DEBUG_:_Weather_pena|DEBUG : Penalización por tiempo {reg2}% - {s0}: {reg0} a {reg1}
qstr_DEBUG_:_{s0}_profici|DEBUG : {s0} proficiency restored to: {reg1}
qstr_ranks|filas
qstr_shield_wall|muro de escudos
qstr_wedge|cuña
qstr_square|cuadrado
qstr_up|arriba
qstr_Not_enough_troops_in|No hay soldados suficientes en {s2} para formar {s1}.
qstr_infantry|infantería
qstr_archer|arquería
qstr_cavalry|caballería
qstr_polearm|arma enastada
qstr_skirmisher|escaramuzador
qstr_mounted_archer|arquero montado
qstr_support|soporte
qstr_bodyguard|guardia
qstr_undetermined_type_of|tipo indeterminado de
qstr_{s1}:_infantry_forma|{s1}: formación de infantería desarmada.
qstr_{s1}:_archer_formati|{s1}: formación de arqueros desarmada.
qstr_{s1}:_skirmisher_for|{s1}: formación de escaramuzadores desarmada.
qstr_{s1}:_cavalry_format|{s1}: formación de caballería desarmada.
qstr_{s1}:_formation_disa|{s1}: formación desarmada.
qstr_Cavalry_formation_di|Formación de caballería desarmada.
qstr_You_have_been_enlist|¡Sois espada juramentada!
qstr_You_have_left_your_c|¡Habéis dejado a vuestro comandante!
qstr_You_have_been_grante|¡Se os ha concedido un permiso!
qstr_You_have_rejoined_yo|¡Habéis vuelto con vuestro comandante!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|El equipo de {s1}: {s2} se te ha asignado
qstr_The_equipment_of_a_{s|El equipo de {s1}: {s2}  ha sido tomado para ti.
qstr_array[{reg0}]_create|array[{reg0}] creado
qstr_array[{reg0}]_destro|array[{reg0}] destruido
qstr_array_p_shift_range_|array p shift range array={reg21}, start index={reg22}, end index={reg23}, shift offset={reg24}, default value={reg25}
qstr_DEBUG__GPU_:_Label__|DEBUG (GPU): Label '{s31}' stored in slot {reg32}, value {reg31}.
qstr___{reg1}_{reg2}__|( {reg1}, {reg2} )
qstr_ERROR__CCP_:_An_inva|ERROR (CCP): An invalid item was detected and will not be stored.
qstr_DEBUG__CCP_:_Item__{|DEBUG (CCP): Item '{s31}' successfully stored in slot {reg31}.
qstr_DEBUG__CCP_:_There_w|DEBUG (CCP): There was no valid spot to place this item.
qstr_ERROR__CCP_:_An_inval|ERROR (CCP): An invalid item was detected and will not be removed.
qstr_DEBUG__CCP_:_Item__{s|DEBUG (CCP): Item '{s31}' successfully removed from slot {reg31}.
qstr_DEBUG__CCP_:_The_pla|DEBUG (CCP): The player did not have a '{s31}'.
qstr_+{reg2}|+{reg2}
qstr_You_came_into_the_wor|Habéis venido al munco como {reg3?hija:hijo} de un noble venido a menos, propietarios solo de la casa donde vivíais. Sin embargo, a pesar de las dificultades de vuestra familia, os procuraron una buena educación y os inculcaron el rigor de la aristocracia y la vida en la corte.
qstr_You_were_born_the_{re|Sois {reg3?hija:hijo} de mercaderes ambulantes, siempre yendo de lugar en lugar buscando el mejor negocio. Aunque vuestros padres eran más ricos que la mayoría, os educaron lo mejor que pudieron. Entre tantos viajos no tuvisteis oportunidad de hacer amistades, solo el corto rato en el que intentábais vender algo a alguien.
qstr_As_a_child_your_famil|Cuando erais niño, vuestra familia os arrastró a una vida pobra dado a los salarios de vuestro padre como guardia de Lord Whent. No era una existencia fácil y erais demasiado pobres para obtener algo de educación. Aprendisteis sobre todo a defenderos con los hijos de otros guardias, con o sin un arma en la mano.
qstr_You_were_the_{reg3?da|Sois {reg3?hija:hijo} de una familia que vivía en los bosques, haciendo cualquier cosa que necesitaran para vivir. Cazar, cortar madera, fabricar flecha, incluso practicar la caza furtiva cuando las cosas se ponen apretadas. El invierno nunca fue bueno en vuestra familia ya que el frío caza animales y personas por igual, pero tú siempre vivías para ver otro anochecer, cosa que tus hermanos y hermanas no puede decir.
qstr_You_were_a_child_of_t|Sois {reg3?una hija:un hijo} de la llanura, nacisteis en una tribu de nómadas que vivían en campamentos extendidos por las áridas praderas. Como otras gentes tribales, vuestra familia adoraba a los caballos sobre cualquier otra cosa, y os enseñaron a cabalgar antes incluso de que aprendierais a andar. 
qstr_As_the_{reg3?daughter|Como {reg3?hija:hijo} de un ladrón, habéis tenido poca educación formal. Os pasasteis la niñez en la calle, mendigando hasta que aprendisteis a robar monederos, y robando monederos hasta que aprendisteis a forzar cerraduras. Todos esos años, no obstante, os enseñaron a defenderos en la calle, así como los secretos de las ciudades y de los callejones oscuros.
qstr_A_{reg3?daughter:son|Como hijo abandonado, fuiste tomado por la fe, un huérfano criado por los septons y las hermanas silenciosas en sus propias tradiciones. Fuiste solo uno de muchos otros, pero ninguno recibió mucha atención más allá de los muchos años de estudio en la librería septon y delante de las estatuas de los dioses. Te enseñaron muchas cosas, gradualmente, la fe se convirtió en parte de vuestra vida y más tarde, vuestra vida se tornó en torno a la fe.
qstr_As_a_{reg3?girl:boy}_grow|Al abandonar la niñez, os enviaron a vivir a la corte de uno de los señores de aquellas tierras. Allí aprendisteis a ser humilde, mientras servíais a los señores y señoras de la casa. Pero de sus juegos de ajedrez, sus cotilleos, e incluso de sus poesías sobre grandes hazañas y amores de corte, aprendisteis todo acerca del conflicto y la competición del mundo de los adultos. También aprendisteis de los juegos que practicaban otros niños, que se golpeaban con palos imitando las espadas de sus mayores.
qstr_As_a_{reg3?girl:boy}_growi|Al dejar atrás vuestra niñez, os hicisteis aprendiz de un artesano local, aprendiendo el oficio. Pronto dominasteis el duro trabajo y aprendisteis mucho de vuestro nuevo maestro. Os ofició como artesano y os empleó como tal por todo el tiempo que quisierais quedaros.
qstr_As_a_{reg3?girl:boy}_growin|Al dejar atrás vuestra niñez, os hicisteis aprendiz de un mercader local, aprendiendo el oficio durante años de trabajo en las tiendas y caravanas. Pronto dominasteis el arte de comprar barato, vender caro y dejar al cliente satisfecho pensando que había conseguido un buen precio.
qstr_As_a_{reg3?girl:boy}_growing|Al dejar atrás vuestra niñez, vivisteis en las calles, haciendo lo posible por sobrevivir día a día. Mendigando, robando y haciendo trabajillos ilegales para ganaros el pan, sobrevisteis en este mundo violento, siempre un paso por delante de la ley y de aquellos que os deseaban mal.
qstr_As_a_{reg3?girl:boy}_growing_|Al dejar atrás vuestra niñez, cabalgasteis por las llanuras en vuestro caballo, aprendiendo sobre las llanuras y el desierto. Aunque a veces pasasteis hambre, os convertisteis en hábil {reg3?cazadora:cazador} y {reg3?exploradora:explorador} de estas tierras deshabitadas. Vuestro cuerpo también se endureció gracias al rigor físico que caracteriza la vida de {reg3?una:un} dothraki
qstr_{reg3?woman:man}|{reg3?mujer:hombre}
qstr_{reg3?girl:boy}|{reg3?niña:niño}
qstr_As_a_{s12}_growing_o|Al dejar atrás vuestra niñez, os unisteis a un grupo de artistas ambulantes, yendo de pueblo en pueblo montando el espectáculo de marionetas. Fue una vida dura, vendiendo, mendigando y robando a los pueblerinos que se congregaban para ver el espectáculo. Con el tiempo os convertisteis en un artista muy capaz de congregar multitudes.
qstr_As_a_{s12}_growing_ou|Al dejar atrás vuestra niñez, empezasteis a gastar tiempo en la corte, insertandote en los cerrados círculos de la nobleza. Con los años, te involucras más y más con la política y con el encanto que demanda ser un bien nacido {s13}.  Ya no puedes permitirte estar ajeno a una posible puñalada trapera por la espalda o a la violencia política, ni siquiera queriendolo.
qstr_As_a_{s12}_growing_out|Al dejar atrás vuestra niñez, fuiste entrenado y educado para realizar las tareas y ejercer los derechos de un noble terrateniente. El manejo de impuestos y rentas era igual de importante que la educación en diplomacia o incluso defensa personal. Aprendisteis todo lo necesario para ser el lord de tu propio salón.
qstr_As_a_{s12}_growing_out_|Al dejar atrás vuestra niñez, fuiste entrenado y educado como el mejor de los nobles {s13}. Aprendisteis mucho sobre los artes de la casa, pero incluso más sobre diplomacia y decoro, y todas las cosas que un marido debe elegir decir. Verdaderamente, os convertisteis poco a poco tan astuto como cualquier lord, aunque sea poco humilde admitirlo.
qstr_As_a_{s12}_growing_out_o|Al dejar atrás vuestra niñez. os convertisteis en un novicio de la fe, desde el nivel más bajo para obtener después el rango de más devoto. Años de aprendizaje y trabajo duro le siguieren. Fuiste un novicio más, haciendo mayormente trabajos domésticos para el septon mientras aprendias tareas sagradas. Cuando estabas a punto de cumplir la mayoría, se te permitió conducir tu primera misa. Tras esto, dejaste de ser un {s12} novicio para dar tus votos a {s13} para servir a los dioses.
qstr_{s1}^^_You_started_to|{s1}^^ comenzastéis a aprender sobre el mundo casi tan pronto como se puede caminar y hablar, pasaste vuestra juventud como {s2}. {s3}
qstr_Though_the_distinction_felt|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Cuando eras un renombrado escudero de un noble, practicaste largo y tendido con las armas, aprendido como noquear a rivales y como recibir los golpes, también. Fuiste instruido por tu señor y aprendiste los deberes para con él y con los que un día podrían ser sus vasallos. Pero además de aprender el estilo caballeresco, también aprendiste el lado menos edificante. Historias de la política de viejos guerreros, de traiciones y usurpaciones, de los hombres que usan la astucia y la valentía para lograr sus objetivos. 
qstr_{reg3?daughter:man}|{reg3?hija:hombre}
qstr_Though_the_distinction_felt_|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor.  Dejáis vuestra vieja vida detrás y sin mirar atrás os disponeis a trabajar como mercenario, un bravo, protegiendo caravanas por monedas o cortando cabezas por plata. Os convertís en un {s14} en las carreteras, trabajando con y contra bandidos por igual. Marchando de lucha a lucha, ganando experiencia en la batalla y aprendiendo, definitivamente, como matar.
qstr_Though_the_distinction_felt_s|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {s13}, y todo el mundo pareció cambiar a vuestro alrededor.  Os contrata una compañía de mercenarios y viajais lejos de vuestro hogar. La vida que os encontrais es tosca, marchando al son de extraños tambores y aprendiendo de días inusuales de lucha. Hubo hombres que te enseñaron el arte de las armas, con ansias fuisteis experimentando batallas y afilando vuestras habilidades. Fuisteis uno de los afortunados que sobrevivió a cada campaña en la que os embarcasteis.
qstr_Though_the_distinction_felt_su|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Os unisteis a un cerrado círculo de mujeres en la corte, doncellas haciendo cosas de doncellas, de esposas y amantes de hombres nobles así como niñas aún sin esposo. Sin embargo, incluso aquí encontrasteis la maquinaria política, testigo de las cruentas luchas de las damas por predominar una sobre la otra para atraer la atención de los hombres de la corte. Rápidamente aprendisteis a sacar partido de estas situaciones. Con ello, os disteis cuenta de que podíais influir significativamente en el mundo, si os aplicabais a la tarea con un poco de sutileza...
qstr_Though_the_distinction_felt_sud|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?woman:man}, y todo el mundo pareció cambiar a vuestro alrededor. Os lanzasteis al mundo sin nada excepto vuestro instrumento a la espalda y vuestra voz. Era una existencia pobre, con multitud de noches hambrientas cuando la gente no apreciaba vuestro arte, pero fuisteis capaz de sobrevivir sólo con vuestra música. Al pasar los años, aprendisteis a tocar frente a bandas de borrachos en las tabernas, y ganasteis experiencia para conseguir lo que deseabais gracias a vuestra labia.
qstr_Though_the_distinction_felt_sudd|Aunque el cambio os resultó repentino, en algún momento os habíais convertido en {reg3?una mujer:un hombre}, y todo el mundo pareció cambiar a vuestro alrededor. Os encontrasteis estudiando en una universidad en una gran ciudad, aprendiendo teología, filosofía y medicina. Pero no todas vuestras lecciones se impartieron en las aulas. A veces os aventurabais con vuestros compañeros por los callejones en busca de vino, mujeres y una buena pelea. Sin embargo, no dejasteis de observar cómo se llevaba a cabo el arreglo de una mandíbula rota, o cómo un ciudadano enfadado podía ser persuadido para dejar su garrote y aceptar una compensación en dinero por la destrucción de su tienda.
