qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Gathering_support|En quête de soutien
qstr_Gathering_intelligen|{s66}, en quête de renseignements
qstr_Ambassy_to_{s66}|{s66}, en ambassade
qstr_Minister|Ministre
qstr_none|Aucun 
qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Réputation : {s42}^                                 Genèse : {s43}^Contacts : {s44}, {s45}.^                                     ^{reg48?Prisonnier du {s48}:}^Nombre de jours depuis la dernière entrevue : {reg49}^^Mission en cours :^  {s50}{reg50?, nombre de jours avant son retour : {reg50}.:}
qstr_{s1}^|{s1}^
qstr_Your_party_consumed_|Votre armée a consommé {reg1} uniéts de vivres{reg4?, {reg4} depuis la départ : }(en {reg2} jours).
qstr_{s2}_managed_to_fora|{s2} mène la recherche de {reg4} unités de nourriture pour compléter l'approvisionnement.
qstr_{s1}_wife_of_{s3}{re|{s1}, épouse de {s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_|{s1}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} et {s6}
qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, fils de {s5}{reg1?,:{reg0?,:}}:}{reg1? prisonnier{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter|{s10}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {ss5}:}{reg0?,{s60}:}
qstr_Messenger_{s65}|Messager {s65}
qstr_Envoy_{s65}|Émissaire {s65}
qstr_Consul_{s65}|Consul {s65}
qstr_Legate_{s65}|Légat {s65}
qstr_Missi_Dominici_{s65}|Missi Dominici {s65}
qstr_{s65}|{s65}
qstr_{s10}{reg0?__who{s60|{s10}{reg0? (qui {s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
qstr_{s0}_Trade_Ledger_Ar|{s0} Tableau du livre de marchand
qstr_Hold|Maintenir
qstr_{s1}_x{reg0}|{s1} x{reg0}
qstr_Hold_Fire|Maintenir Tirs
qstr_Fire_at_Will|Feu à volonté
qstr_Use_Shield|Utiliser bouclier
qstr_Back_10_Paces|Reculez de dix pas
qstr_{s2}^{s1}|{s2}^{s1}
qstr_No_Position_Orders|Pas d'ordres de position
qstr_No_Weapons_Orders|Pas d'ordres d'armes
qstr_ready_bows_and_missi|arcs et missiles prêts
qstr_ready_side_arms|armes de flanc prêtes
qstr_ready_two_handers|armes à 2 mains prêtes
qstr_ready_polearms|armes d'hast prêtes
qstr_brandish_shields|Bouclier au bras
qstr_doff_your_shields|Bouclier au dos
qstr_shields_at_will|Bouclier libre
qstr_avoid_melee|éviter les corps à corps
qstr_stand_and_fight|en position et se battre
qstr_prepare_to_volley|préparer salve
qstr_end_volley|fin salve
qstr_brace_for_charge|soutien charge
qstr_remove_brace_and_fig|arrêter soutien et se battre
qstr_Everyone|Tout le monde
qstr_No_Troops_Left.|Pas de troupes.
qstr_Undefined!|Indéfini!
qstr_DEBUG_:_Weather_pena|DEBUG : Pénalité météo {reg2}% - {s0}: {reg0} à {reg1}
qstr_DEBUG_:_{s0}_profici|DEBUG : {s0} maitrise restorée à: {reg1}
qstr_ranks|lignes
qstr_shield_wall|mur de boucliers
qstr_wedge|en pointe
qstr_square|en carré
qstr_up|haut
qstr_Not_enough_troops_in|Pas assez de soldats en {s2} pour se mettre en position de {s1}, ils attendent.
qstr_infantry|infanterie
qstr_archer|archer
qstr_cavalry|cavalerie
qstr_polearm|arme d'hast
qstr_skirmisher|tirailleur
qstr_mounted_archer|archer monté
qstr_support|soutien
qstr_bodyguard|garde du corps
qstr_undetermined_type_of|Type indéterminée
qstr_{s1}:_infantry_forma|{s1}: formation Infanterie annulée.
qstr_{s1}:_archer_formati|{s1}: formation Archer annulée.
qstr_{s1}:_skirmisher_for|{s1}: formation Tirailleur annulée.
qstr_{s1}:_cavalry_format|{s1}: formation Cavalerie annulée.
qstr_{s1}:_formation_disa|{s1}: formation annulée.
qstr_Cavalry_formation_di|Formation de la Cavalerie annulée.
qstr_You_have_been_enlist|Vous avez été enrôlé!
qstr_You_have_left_your_c|Vous avez quitté votre commandant!
qstr_You_have_been_grante|Vous avez obtenu un congé!
qstr_You_have_rejoined_yo|Vous avez rejoint votre commandant!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|L'équipement d'un {s1}: {s2} vous est attribué.
qstr_The_equipment_of_a_{s|L'équipement d'un {s1}: {s2} vous a été enlevé.
qstr_array[{reg0}]_create|tableau [{reg0}] créé
qstr_array[{reg0}]_destro|tableau [{reg0}] détruit
qstr_array_p_shift_range_|tableau p de rangement décalé = {reg21}, début index = {reg22}, fin index = {reg23}, offset modifié = {reg24}, valeur par défaut = {reg25}
qstr_DEBUG__GPU_:_Label__|DEBUG (GPU): Label '{s31}' stockée dans l'emplacement {reg32},valeur  {reg31}.
qstr___{reg1}_{reg2}__|( {reg1}, {reg2} )
qstr_ERROR__CCP_:_An_inva|ERREUR (CCP): Un élément non valide a été détecté et ne sera pas enregistrée.
qstr_DEBUG__CCP_:_Item__{|DEBUG (CCP): Article '{s31}' correctement stockée dans l'inventaire {reg31}.
qstr_DEBUG__CCP_:_There_w|DEBUG (CCP): Il n'y avait pas de place pour cet objet.
qstr_ERROR__CCP_:_An_inval|ERREUR (CCP): Un objet non reconnu a été détecté et ne sera pas supprimé.
qstr_DEBUG__CCP_:_Item__{s|DEBUG (CCP): L'objet '{s31}' a été supprimé de l'inventaire {reg31}.
qstr_DEBUG__CCP_:_The_pla|DEBUG (CCP): Le joueur n'avait pas de '{s31}'.
qstr_+{reg2}|+ {reg2} 
qstr_You_came_into_the_wor|Tu es venu au monde, {reg3?fille:fils}  d'un noble ruiné, ne possédant que la maison dans laquelle vous viviez. Cependant, malgré les difficultés de votre famille, il vous a donné une bonne éducation et une formation depuis votre enfance pour que vous soyez en mesure d'affronter les rigueurs de l'aristocratie et de la vie à la cour.
qstr_You_were_born_the_{re|Vous êtes né le {reg3? fille: fils} d'un marchand ambulant, toujours en déplacement à la recherche d'un profit. Bien que vos parents n'étaient pas bien riches, ils vous ont instruit de leur mieux. Mais vous n'avez pas trouvé beaucoup d'occasions de vous faire des amis sur les routes, essayant par tous les moyens de faire du commerce.
qstr_As_a_child_your_famil|Pendant votre enfance, votre famille vivait sur le salaire de votre père qui était garde au service du seigneur Whent. Ce n'était pas une existence facile, ils étaient trop pauvres pour vous donner une éducation digne de ce nom. Vous avez appris principalement à vous défendre en vous bagarrant avec les autres fils de garde, avec ou sans arme à la main.
qstr_You_were_the_{reg3?da|Vous êtes né{reg3?e:} dans une famille qui vivait au milieu d'une forêt, se débrouillant pour arriver à joindre les deux bouts. Ils chassaient, coupaient du bois, fabriquaient des flèches et parfois braconnaient lorsque la vie était trop dure. L'hiver était une saison difficile pour votre famille, il rendait les hommes comme des animaux, mais vous avez réussi à survivre au détriment de vos frères et de vos sœurs.
qstr_You_were_a_child_of_t|Vous étiez un enfant de la grande mer d'herbe, né dans une tribu de nomades errants qui vivaient dans de grands camps à travers les prairies arides. Comme les autres membres de la tribu, votre famille vénéré chevaux plus que tout autre chose au monde, vous avez appris à monter presque avant que de savoir marcher.
qstr_As_the_{reg3?daughter|Comme {reg3?fille:fils} d'un voleur, vous aviez très peu d'éducation «convenable». Pendant toute votre enfance, vous avez traîné dans les rues des Villes Libres, vous mendiez jusqu'à ce qu'on vous apprenne à couper les bourses, et dérober les sacs à main puis vous vous êtes mis à crocheter les serrures. Grâce à cela, ces longues années vous ont permis d'affûter votre capacité à vous fondre dans l'ombre et connaître les moindres secrets des villes.
qstr_A_{reg3?daughter:son| {reg3?Une fille:Un fils} que personne ne voulait, vous avez été abandonné alors que vous n'étiez qu'un bébé, les frères et sœurs du silence, septons, vous ont élevé avec les préceptes liés à leurs propres traditions. En fait, vous n'êtes qu'un enfant parmi beaucoup d'autres enfants abandonnés et orphelins, mais néanmoins vous avez reçu beaucoup d'attention et avez obtenu de nombreuses années d'étude dans la bibliothèque de la sept, devant les statues des dieux. Ils vous ont appris beaucoup de choses. Peu à peu, la foi a pris une grande part de votre vie, elle est devenue pour vous viscérale.
qstr_As_a_{reg3?girl:boy}_grow|Une fois devenu{reg3?e:} {reg3?une fille:un garçon} sorti{reg3?e:} de l'enfance, vous avez été envoyé{reg3?e:} vivre dans la cour du vieux seigneur Vance. Là, vos premières leçons étaient empreintes d'humilité, à l'écoute des seigneurs et des dames de la maison. Mais au cours de leurs jeux de cartes, de leurs bavardages, et même de leur poésie et des jeux d'amour qui étaient courant à cette cour, vous a rapidement commencé à en apprendre beaucoup sur le monde des adultes, leurs conflits et leurs drames. Vous avez également appris sur les jeux violents des autres enfants, qui se battaient les uns contre les autres avec des épées en bois façon chevalier, comme leurs aînés.
qstr_As_a_{reg3?girl:boy}_growi|Une fois devenu{reg3?e:} {reg3?une fille:un garçon} sorti{reg3?e:} de l'enfance, vous êtes devenu{reg3?e:} apprenti{reg3?e:} d'un artisan local à Duskendale. Après plusieurs années d'apprentissage laborieuses votre Maître vous a promu Compagnon. Il vous fait travailler comme un véritable artisan et cela aussi longtemps que vous le désirez.
qstr_As_a_{reg3?girl:boy}_growin|Une fois devenu{reg3?e:} {reg3?une fille:un garçon} sorti{reg3?e:} de l'enfance, vous êtes placé{reg3?e:} en apprentissage chez un riche marchand qarthene, il vous apprend le commerce pendant de nombreuses années de travail, allant de magasins en magasins et parcourant les routes en caravane. Vous devenez vite un spécialiste dans les échanges commerciaux, acheter à bas prix et revendre à des prix supérieurs tout en laissant laisser les clients penser qu'ils avaient fait la meilleure affaire.
qstr_As_a_{reg3?girl:boy}_growing|Une fois devenu{reg3?e:} {reg3?une fille:un garçon} sorti{reg3?e:} de l'enfance, vous vous retrouvez à la rue, vous arrivez à survivre grâce à la mendicité, en volant pour les gangs afin de gagner votre pain. Vous vivez au jour le jour dans ce monde violent, ayant toujours une longueur d'avance sur la garde de la ville et sur ceux qui souhaitent vous voir pendre au donjon de la ville.
qstr_As_a_{reg3?girl:boy}_growing_|Une fois devenu{reg3?e:} {reg3?une fille:un garçon} sorti{reg3?e:} de l'enfance, vous parcourez la grande mer d'herbe sur votre cheval préféré, vous connaissez les doctrines Dothraki. Bien que parfois, la faim vous a noué le ventre, vous êtes devenu un chasseur habile et un trappeur érudit dans ce pays sauvage. Votre corps s'est transformé et est devenu musclé,  vous avez grandi dans la tradition nomade.
qstr_{reg3?woman:man}|{reg3?une femme:un homme}
qstr_{reg3?girl:boy}|{reg3?fille: garçon}
qstr_As_a_{s12}_growing_o|En tant que  {s12} sorti de l'enfance, vous devenez ami avec une troupe de baladins, allant de ville en ville pour organiser des pièces de mimes. C'était une vie de travail très dur, la vente, la mendicité et le vol, vous arrivez à gagner votre vie grâce aux parieurs de plus en plus nombreux à regarder vos pitreries. Au fil du temps vous êtes devenu un artiste capable d'attirer une foule.
qstr_As_a_{s12}_growing_ou|En tant que  {s12} sorti de l'enfance, vous avez passé une grande partie de votre vie à la cour, vous introduisant dans les cercles bien côtés de la noblesse. Avec les années, vous vous êtes de plus en plus impliqué dans la politique et les intrigues provoquées par la haute société de  {s13}. Vous ne pouviez pas vous permettre de rester étranger à tous ces coups de poignard et à la violence politique, même si vous le vouliez.
qstr_As_a_{s12}_growing_out|En tant que  {s12} sorti de l'enfance, vous avez été formés et éduqués pour accomplir des tâches et faire respecter les droits d'un propriétaire noble. La gestion des impôts et des loyers est tout aussi importante dans votre éducation que la diplomatie et même votre sécurité. Vous avez appris tout ce qu'il faut pour devenir un seigneur gérant son propre fief.
qstr_As_a_{s12}_growing_out_|En tant que  {s12} sorti de l'enfance, vous avez été formé et éduqué aux fonctions d'un noble de {s13}. Vous avez appris beaucoup sur les arts ménagers, mais encore plus sur la diplomatie et le décorum, et toutes les choses qu'un futur mari pourrait avoir à parler. En vérité, vous êtes devenu des plus prudents comme tout seigneur qui se respecte, mais il ne serait pas convenable de l'admettre à voix haute.
qstr_As_a_{s12}_growing_out_o|En tant que {s12} sorti de l'enfance, vous êtes devenu un novice dans l'église, le rang le plus bas sur le chemin de la prêtrise. Ont suivi des années d'apprentissage rigoureuses et un travail acharné. Vous étiez l'un des nombreux novices, à effectuer la plupart des tâches subalternes dans l'église en plus d'être formés pour des tâches plus sacrées. Une fois adulte vous avez été  autorisé à effectuer votre premier service. Vous n'étiez plus un novice de {s12}, mais un {s13} attendant de prendre vos vœux pour servir Dieu.
qstr_{s1}^^_You_started_to|{s1} ^^ Vous avez commencé à apprendre ce qui se passe dans le monde presque aussitôt que vous avez su marcher et parler. Vous avez passé votre jeunesse comme {s2}. {s3}
qstr_Though_the_distinction_felt|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une femme:un homme}, et le monde autour de vous sembla totalement différent. Lorsque vous avez été {reg3?nommée écuyère:nommé écuyer} d'un noble à la cour, vous avez pratiqué les armes pendant de longues heures pour apprendre comment faire face à des coups et aussi comment les donner. Vous avez assimilé vos obligations envers votre seigneur, et vos fonctions envers ceux qui pourraient un jour être vos vassaux. En plus d'apprendre l'idéal chevaleresque, vous avez également appris le côté le moins exaltant, les vieilles histoires de guerriers et de la politique de la puissance impitoyable, des trahisons et des usurpations, l'utilisation de la ruse aussi bien que de la bravoure pour atteindre leurs objectifs.
qstr_{reg3?daughter:man}|{reg3?fille:homme}
qstr_Though_the_distinction_felt_|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous avez rejoint le cercle très fermé des femmes de la cour, des dames qui ne s'autorisaient aucun écart de féminité, les épouses et les maîtresses de nobles de même que les demoiselles qui cherchaient à se marier. Cependant, même ici il était question de politique quand vous travailliez, les dames de la cour complotant pour leurs intérêts et se disputant âprement les égards des hommes célibataires en vue à la cour. Vous avez très vite appris à tourner ces situations et ces manigances à votre avantage. C'est à ce moment-là que vous avez pris conscience que vous pouviez exercer une grande influence sur le monde, si seulement vous vous appliquiez à être un tant soit peu subtile.
qstr_Though_the_distinction_felt_s|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous partez à l'aventure, votre instrument sanglé dans votre dos et votre voix pour seules richesses. Vous meniez une existence miséreuse et n'aviez pas de quoi vous nourrir tous les soirs , surtout quand votre public n'appréciait pas votre façon de jouer. Vous avez tout de même réussi à survivre par votre seule musique. Au fil des ans, vous êtes {reg3?devenue une habituée:devenu un habitué} des tavernes, divertissant exclusivement les foules ivres et déliant pour ainsi dire toutes les langues lorsque vous le vouliez.
qstr_Though_the_distinction_felt_su|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une femme:un homme}, et le monde autour de vous sembla totalement différent. Vous vous trouviez dans l'université d'une grande ville où vous avez étudié la théologie, la philosophie et la médecine. Cependant, votre enseignement ne se limitait pas aux amphithéâtres. Il arrivait que vous vous joigniez à vos camarades, errant dans les ruelles en quête de vin, de sexe et de bonnes bagarres. Néanmoins, il vous arrivait aussi d'assister à des scènes de bris de mâchoires ou de constater qu'on pouvait persuader un citadin furieux de déposer les armes et d'accepter la destruction de sa boutique en contrepartie d'une bonne compensation pécuniaire.
qstr_Though_the_distinction_felt_sud|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Entendant l'appel de la route qui s'ouvrait devant vous, vous avez voyagé de villages en villages, achetant et vendant ce que vous pouviez. Vous ne meniez pas une existence particulièrement prospère mais vous étiez passé maître dans l'art d'escroquer même les plus indécrottables avares. Très vite, il vous apparut clair que seriez dans une position favorable pour commencer à bâtir votre propre empire commercial.
qstr_Though_the_distinction_felt_sudd|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous poursuiviez une carrière de forgeron, confectionnant des objets aussi beaux qu'utiles à partir de simples métaux. La vie suivait son cours et vous étiez peu à peu en train de devenir une sommité dans la profession, la qualité de vos services commençant à vous rapporter gros. Le ventre plein et du travail sur les bras, vous pouviez vous sentir fier du travail accompli et de votre réputation grandissante.
qstr_Though_the_distinction_felt_sudde|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Insatisfait des travaux communs et de ce que cela rapportait, vous avez décidé d'utiliser les forêts du seigneur local, maudites sont les lois. Vous chassez des cerfs, des sangliers et des oies pour vendre discrètement cette précieuse viande sous la table. Les hivers, vous coupez des arbres sous le nez des gardes pour les transformer en bois de chauffage. Le tout pour un peu d'argent, bien sûr.
qstr_Though_the_distinction_felt_sudden|Petit à petit vous vous sentiez devenir différent, vous deveniez {reg3?une femme:un  homme} , et le monde entier semblait changer autour de vous. Vous avez continué{e:} une carrière en tant que forgeron{e:}, en créant des objets  fonctionnels très beaux fabriqués avec du métal ordinaire. Avec le temps vous êtes devenu un maître dans votre métier et votre travail commença à vous rapporter de l'argent. Le ventre plein autour d'un bon feu, vous pouvez être fier{e:} de votre travail et de votre réputation grandissante .
qstr_Though_the_distinction_felt_sudden_|Petit à petit vous vous sentiez devenir différent, vous deveniez {reg3?une femme:un  homme} , et le monde entier semblait changer autour de vous. Déçu{e:} par la société, et désespéré{e:} de pouvoir un jour faire fortune, vous avez pris l'initiative de prendre à votre seigneur une forêt, et avez décidé de devenir un hors-la-loi. Vous chassez les cerfs, les sangliers et les oies et vendu leur précieuses viandes sous le coude,  aux tavernes environnantes. Vous abattez des arbres juste sous le nez des gardiens et les transformés en bois de chauffage pour beaucoup de maisons qui se protègeront du gel pendant l'hiver. Tout ça pour un peu d'argent , bien sûr.
qstr_Though_the_distinction_felt_sudden_t|Petit à petit vous vous sentiez devenir différent, vous deveniez un {s13} et le monde entier semblait changer autour de vous. Vous emballé vos quelques affaires et partez à travers le monde pour répandre la parole de Dieu. Vous avez prêché à qui voulait l'entendre , et beaucoup ont été impressionnés par la passion de vos sermons. Même si vous aviez fait le voeu de rester dans la pauvreté pendant vos années itinérantes, vous n'avez jamais manqué de nourriture, de boisson ou d'un abri; l'hospitalité de la paysannerie a toujours été généreuse pour un pauvre {s13} de Dieu.
qstr_Though_the_distinction_felt_sudden_to|Petit à petit vous vous sentiez devenir différent, vous deveniez {reg3?une femme:un homme}, s'appuyant sur votre vivacité d'esprit et vos réflexes qui devenaient de plus en plus rapides de jour en jour. Insatisfait de votre vie minable qui ne vous faisiez gagner que quelques pièces d'argent, vous avez réussi à survivre dans les rues locales. Vous fuyez les lois de la société et avez choisi de vivre selon vos propres règles en évitant d'être attrapé par le bourreau.
qstr_Though_the_distinction_felt_sudden_to_|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Lorsque vous avez été nommé écuyer par un noble à la cour, vous avez pratiqué les armes de longues heures, pour apprendre à vous protéger des mauvais coups mais aussi à en donner. Vous avez été initié à vos obligations envers votre seigneur, et vos devoirs envers ceux qui pourraient un jour vos vassaux. Mais en plus de l'apprentissage de l' idéal chevaleresque, vous avez aussi appris le côté le moins édifiant - Les histoires des puissants vétérans de la politique, impitoyables, des trahisons et des usurpations, des hommes qui ont su utiliser la ruse ainsi que leur bravoure pour atteindre leurs objectifs .
qstr_an_outlaw|un hors la loi
qstr_Though_the_distinction_felt_sudden_to_y|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous, vous sembla totalement différent. Vous avez rejoint le cercle très soudée des femmes de la cour, ces dames qui font des choses distinguées et propres, les épouses et les maîtresses des nobles ainsi que les jeunes filles qui n'avaient pas encore trouvé de mari. Cependant, même ici, vous avez trouvé que les dames complotaient pour la proéminence et se disputaient avec amertume pour attirer l'attention de tout homme célibataire, c'était à la mode à la cour. Vous avez vite appris toutes les astuces de ces situations et les avez mis à votre avantage. Vous en avez conclu que tout cela pourrait exercer une grande influence dans le monde, si seulement vous pouviez appliquer ces astuces avec un peu de subtilité.
qstr_a_slaver|un esclavagiste
qstr_Though_the_distinction_felt_sudden_to_yo|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous, vous sembla totalement différent. Vous ne possédez rien d'autre que  l'instrument accroché en bandoulière sur votre dos et votre voix. Votre existence est pauvre, avec de nombreuses nuits avec la faim au ventre parce que les gens n'appréciaient pas votre travail, mais vous avez réussi à survivre en jouant votre musique. Comme les années passaient vous êtes devenu habile à jouer devant les foules ivres des tavernes, et vous entretenir correctement avec quelqu'un.
qstr_Only_you_know_exactly_wha|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Néanmoins, le choix ne fut pas difficile, votre cœur étant consumé par une colère ardente. Vous avez soif de vengeance. Vous avez soif de justice. Ce que vous avez subi ne peut être oublié et seul le sang saura étancher votre soif.
qstr_Only_you_know_exactly_what|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Tout ce que vous pouvez dire, c'est que vous ne supportiez plus de rester dans ces lieux hantés par les souvenirs d'êtres tant aimés et tant regrettés. Peut-être que votre nouvelle vie vous permettrait d'oublier le passé ou d'honorer un nom que vous n'osez plus prononcer.
qstr_Only_you_know_exactly_what_|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Vous ne savez plus depuis quand votre maison est devenue votre prison, depuis quand le trivial a remplacé le familier, mais vos rêves d'aventures ont pris le contrôle de votre vie. Qu'il s'agisse de lointaines contrées ou même simplement, de prendre la route et de voyager librement, vous vous languissiez au point de ne plus pouvoir supporter de rester au même endroit. Vous êtes parti{reg3?e:} sans même vous retourner.
qstr_Only_you_know_exactly_what_c|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Cependant, vous savez que vous ne pouvez pas faire marche arrière. Il n'existe pas d'endroit où vous puissiez revenir. Votre vie d'antan n'est plus. Désormais, vous devrez affronter par vous-même le monde dans son immensité, solitaire dans l'échec comme dans la gloire.
qstr_Only_you_know_exactly_what_ca|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Aux yeux de tous, seul compte votre intérêt personnel. Vous voulez tout, la richesse, le pouvoir et les honneurs. Vous voulez que l'on s'empresse de vous obéir, que l'on connaisse votre nom et que l'on tremble rien qu'en le prononçant. Vous voulez tout, et rien ne vous arrêtera.
qstr_Only_you_know_exactly_what_cau|Vous seul savez exactement ce qui vous a poussé à renoncer à votre ancienne vie et devenir un aventurier. Peu importe, la foi intense qui brûle dans votre âme ne vous laissera jamais trouver la paix nulle part. Il y a dans ce monde, d'autres âmes qui doivent être lavées par la lumière de Dieu. Maintenant, vous prêchez partout où vous allez, en cherchant à apporter le salut et la révélation aux peuples ignorants, qu'ils soient fidèles ou païens. Et lorsque vous aurez terminé votre prêche ils sauront tout de la gloire de Dieu...
qstr_a_sense_of_duty|le sens du devoir
qstr_As_war_begins_to_tea|Alors que la guerre commence à déchirer le pays de toute part de nombreux seigneurs partent à la guerre, le désir de se joindre à eux devient de plus en plus pressant. En tant que {s13} d'honneur vous vous sentez le devoir de rejoindre les armées de votre pays et de protéger la région que vous appelez "maison".
qstr_{s1}^^_But_soon_every|{s1}^^ Mais bientôt, tout a changé et vous avez décidé de voler de vos propres ailes comme  aventurier. Ce qui vous a fait prendre cette décision était {s2}. {s3}
qstr_^{s1}^^_As_a_{s3}_{s|^{s1}^^ Comme un {s3} {s2}. Vous {s4}
qstr_ERROR:_No_valid_fact|ERROR: Faction invalide
qstr_Equipment_will_be_de|L'équipement sera déterminé suivant la faction {s32} commençant par {reg31}.
qstr_DEBUG__CCP_:_The_play|DEBUG (CCP): Le joueur possède une forge dans la ville de {s31}.
qstr_DEBUG__CCP_:_The_playe|DEBUG (CCP): Le joueur possède {reg31} hectares de terrain dans la ville de {s31}.
qstr_You_got_{reg1}_extra|Vous gagnez {reg1} d'expérience en raison de vos compétences.
qstr_You_got_{reg1}_weapo|Vous gagnez {reg1} {reg2?points:point} d'arme.
qstr_{reg3?{s1}_s_profici|{reg3?La maîtrise de {s1} dans {s2} s'est améliorée de {reg2} à {reg1}:La maîtrise {s2}de {s1} est maintenant de {reg1}.}
qstr_You_got_keys_of_dung|Vous obtenez les clés des geôles.
qstr_Go_near_the_chest_an|Allez près du coffre et maintenez enfoncé le bouton droit de la souris pendant un temps, alors vous pourrez déposer ou retirer de l'argent.
qstr_You_have_been_knocke|Vous avez été assommé{reg3?e:} par l'ennemi. Regardez vos hommes continuer la bataille sans vous ou appuyez sur Tab pour battre en retraite.
qstr_Everyone_you_know_wh|Tout le monde sait ce qu'il a à faire. Alors... En position!
qstr_{reg2?You:Your_mount|{reg2?Vous recevez:Votre monture reçoit} {reg1} de dégâts supplémentaires !
qstr_{reg2?You_strike:You|{reg2?Vous frappez:Votre cheval charge} pour un bonus de {reg1} dégâts !
qstr_You_whistle_for_your|Vous sifflez votre cheval.
qstr_Your_horse_received_|Votre cheval subit {reg1} de dégâts par une lance !
qstr_Braced_{s1}_dealt_{r|Renfort {s1} pour {reg1} de dégâts !
qstr_Bracing_{s1}_for_cha|Renforcer {s1} pour attaquer.
qstr_Releasing_from_brace|Enlever la protection
qstr_...and_attack_enemy_|.. et attaquer la division ennemie {s1}!
qstr_{s2}:_returning_afte|{s2}: revenir après avoir neutralisé la division ennemie {s1}.
qstr_You_must_stay_behind|Vous devez rester derrière la ligne au sol, le point n'est pas comptabilisé.
qstr_End_the_sparring_mat|Fin du combat d'entraînement ?
qstr_Tutorial|Didacticiel
qstr_Tester|Testeur
qstr__Next_pay_day:_{s1}| Prochaine paye : {s1}
qstr_{s1}^^Affiliated_to_|{s1}^^Affiliation au {s5}
qstr_No_companions_in_par|Pas de compagnon dans le groupe !
qstr_You_came_into_the_worl|Vous êtes venu{/e} au monde en tant que {reg3?fille:fils} d'une famille de Nobles sur le déclin, ne possédant plus que la maison dans laquelle ils vivaient. Malgré cela et en dépit des épreuves qu'elle endurait, votre famille vous a offert une éducation de qualité et vous a préparé très tôt à affronter la rigidité aristocratique et la vie à la cour.
qstr_As_a_child_your_family|Enfant, votre famille gagnait difficilement sa vie, avec pour seul revenu le salaire de votre père comme un garde du lord Sumner Crakehall. Ce n'était pas une existence facile, et vous étiez trop pauvres pour avoir une bonne éducation. Vous avez appris surtout comment vous défendre dans des bagarres avec les autres fils de garde, avec ou sans arme à la main.
qstr_{reg3?daughter:son}|{reg3?fille:fils}
qstr_You_were_the_{reg3?dau|Vous étiez {reg3? la fille:le fils} d'une famille qui vivait de la forêt, ils y trouvaient tout ce dont ils avaient besoin pour joindre les deux bouts. La chasse, la coupe de bois, qui permet de fabriquer les flèches, même parfois le braconnage quand c'était la famine. L'hiver est une période difficile pour votre famille que le froid rend les animaux et les personnes semblables, mais vous avez toujours survécu pour voir une autre aube se lever, mais vos frères et soeurs n'ont pas eu cette chance.
qstr_You_were_a_child_of_th|Vous étiez un enfant des steppes, né{e:} dans une tribu de nomades qui vivaient dans de grands camps à travers des prairies arides. Comme les autres membres de la tribu, votre famille vénérait les chevaux par-dessus presque tout, et ils vous ont appris à monter à cheval presque avant d'avoir appris à marcher.
qstr_As_the_{reg3?daughter:|En tant que {reg3? fille: fils} d'un voleur, vous avez eu très peu d'éducation «formelle». Au lieu d'être à l'école vous traîniez dans la rue à mendier, vous avez appris comment couper la bride des sacs à main, à arracher les porte-monnaie,  vous avez aussi appris à crocheter les serrures, tout au long de votre enfance. Pendant toutes ces longues années vous apprenez tous les secrets des rues les plus sombres de la ville.
