qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s0}^{s1}:_{reg3}__{|{s0}^{s1}: {reg3} ({s2})
qstr_{s0}^{s1}_ally_:_{re|{s0}^{s1}(alleato): {reg3} ({s2})
qstr_{s0}^{s1}_enemy_:_{r|{s0}^{s1}(nemico): {reg3} ({s2})
qstr_Mercenaries|Mercenari
qstr_Outlaws|Fuorilegge
qstr_Sword_Sisters|Sorelle di spada
qstr_Freelancers|Indipendente
qstr_#|#
qstr_{s0}{s1}|{s0}{s1}
qstr_You_came_into_the_wo|I tuoi natali come {reg3?figlia:figlio} di una famiglia nobile decaduta, il cui unico possedimento rimasto è la casa in cui vive, sono stati difficili. Tuttavia, nonostante le avversità, i tuoi genitori ti hanno permesso di avere una buona istruzione e ti hanno insegnato fin dalla tenera età l'intransigenza dell'aristocrazia e della vita di corte.
qstr_You_were_born_the_{r|La tua nascita e crescita come {reg3?figlia:figlio} di un mercante itinerante ti ha visto sempre in movimento da un posto all'altro in cerca di un profitto. Anche se i tuoi genitori,  essendo più ricchi di molte altre persone, ti hanno dato una buona educazione, hai trovato sempre il modo di frequentare gli amici di strada provando un immenso piacere vendendo loro qualcosa.
qstr_As_a_child_your_fami|La vita ti ha visto crescere in una famiglia che vive di stenti, il lavoro di tuo padre come guardia del signore locale è pagato molto poco. Non è una vita facile, i tuoi genitori sono così poveri da non poterti permettere un'istruzione valida. Hai imparato a difenderti con o senza armi passando molto tempo in strada.
qstr_You_were_the_{reg3?d|Sei {reg3?figlia:figlio} di una famiglia che viveva nei boschi. I tuoi genitori cacciavano, tagliavano la legna, costruivano frecce e quando i tempi si facevano più duri, si procuravano il cibo col bracconaggio. L'inverno non era mai una bella stagione, il freddo colpiva tanto le persone quanto gli animali, ma tu hai sempre trovato il modo di sopravvivere; i tuoi fratelli e sorelle non sono stati così fortunati.
qstr_a_dothraki|un dothraki
; qstr_You_were_a_child_of_|You were a child of the dothraki sea, born to a tribe of wandering nomads who lived                                  in great camps throughout the arid grasslands.                                  Like the other tribesmen, your family revered horses above almost everything else, and they taught you                                how to ride almost before you learned how to walk. 
qstr_As_the_{reg3?daughte|In quanto {reg3?figlia:figlio} di un ladro, hai avuto un'educazione 'particolare'. Anzichè giocare per strada, hai passato il  tempo a imparare il mestiere del ladro, ovvero hai fatto 'pratica' nel tagliare le cinghie dei borselli e nello scassinare le serrature. Questi lunghi anni di 'scuola' hanno acuito la tua furbizia e l'abilità nel muoverti fra i vicoli oscuri delle città.
qstr__You_were_born_years|Sei nato anni fa, in una terra lontana. Tuo padre era {s2}. {s3}
qstr_As_a_{reg3?girl:boy}|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, la tua assegnazione è presso la corte di un nobile del paese. I tuoi primi insegnamenti riguardano l'umiltà, come quella che mostrano talvolta i signori e le signore del casato. Ma dai loro giochi di scacchi, dai loro pettegolezzi, e persino dalla poesia di grandi opere e di amor cortesi, hai cominciato velocemente ad imparare tutto riguardo le competizioni ed i conflitti degli adulti. Hai imparato anche dai giochi rudimentali degli altri ragazzi, che combattono con bastoni per imitare le spade dei più grandi.
qstr_As_a_{reg3?girl:boy}_|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, hai imparato a commerciare grazie ad un artigiano locale. Dopo anni di duro lavoro e studio sotto il controllo del tuo nuovo maestro, hai ottenuto la promozione e la qualifica, poi l'assunzione come persona esperta nell'artigianato pagata a prezzo fino quando tu avessi voluto rimanere.
qstr_As_a_{reg3?girl:boy}_g|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, inizi a lavorare come apprendista per un ricco mercante, imparando a commerciare col trascorrere degli anni, lavorando in negozi o guidando carovane. Diventi presto una persona esperta nell'arte del comprare a basso prezzo, del vendere ad alto prezzo, e del lasciare l'acquirente col pensiero che abbia fatto un grande affare.
qstr_As_a_{reg3?girl:boy}_gr|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, vivi per la strada, facendo qualunque cosa sia necessaria per sopravvivere. Elemosinando, rubando e lavorando per alcune bande per guadagnarti il pane, vivi giorno per giorno in questo mondo violento, sempre un passo avanti alla legge e a chi ti vuole male.
qstr_a_dothraki_child|un bambino dothraki
qstr_As_a_{reg3?girl:boy}_gro|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, cavalchi attraverso le grandi steppe con un tuo cavallo, imparando le strade da percorrere sull'erba e sul deserto. Anche se a volte patisci la fame, hai imparato l'arte della caccia e dell'esplorazione in queste terre selvagge. Diventi sempre più {reg3?muscolosa crescendo come una nomade:muscoloso crescendo come un nomade}.
qstr_{s1}^^_You_started_t|{s1}^^  Hai cominciato a conoscere il mondo da quando hai imparato a camminare e parlare. Hai passato la tua giovane età a {s2}. {s3}
qstr_Though_the_distincti|Anche se noti il cambiamento all'improvviso, in qualche modo sei {reg3?diventata una donna:diventato un uomo}, e il mondo intero sembra cambiare intorno a te. Facendo esperienza come aiutante di campo per un nobile di corte, hai fatto pratica per ore con le armi, imparando come infliggere colpi brutali ed efficaci come anche ad incassarli. Il tuo lord ha stabilito l'addestramento che devi seguire, compiacendo in questo modo coloro che un giorno potrebbero diventare tuoi vassalli. Ma oltre ad aver imparato gli ideali cavallereschi, hai imparato anche il lato meno incoraggiante... Vecchie storie di guerrieri e di spietate potenze politiche, di uomini che hanno utilizzato sia l'astuzia che il valore per raggiungere i propri scopi.
qstr_Though_the_distinctio|Anche se noti il cambiamento all'improvviso, in qualche modo sei diventata una {s13}, e il mondo intero sembra cambiare intorno a te. Ti sei unita all'esclusivo circolo delle donne di corte, fra mogli e amanti di nobili e ragazze in cerca di marito. Anche questo è un ambiente difficile, con chi trama per porsi in risalto e chi contende per farsi adocchiare da uomini disponibili a corte. Presto comprendi come volgere queste situazioni a tuo vantaggio. Ti rendi conto dell'influenza che puoi avere, ma solo se ti muovi con discrezione.
qstr_Though_the_distinction|Anche se noti il cambiamento all'improvviso, in qualche modo divieni {s13}, e il mondo intero sembra cambiare intorno a te. Parti senza nulla eccetto le cose che riesci a portare con te e la tua stessa voce. La tua è un'esistenza piena di stenti, con molte notti a patire la fame, mentre la gente non apprezza come suoni, ma riesci a sopravvivere solo con la tua musica. Con gli anni hai acquisito abilità nel suonare nelle taverne alle folle ubriache, e ancora più abile nel parlare agli astanti di tutto ciò che desideri dipingere col racconto.
qstr_a_citadel_student|uno studente della città
qstr_Though_the_distinction_|Anche se noti il cambiamento all'improvviso, in qualche modo sei {reg3?diventata una donna:diventato un uomo}, e il mondo intero sembra cambiare intorno a te. Studi in una grande città, occupandoti di teologia, filosofia e medicina. Ma non tutte le lezioni vengono impartite in aula. Non frequenti buone amicizie, ti aggreghi a gente che cerca compagnia, vino e una rissa. Comunque, sai mettere a posto una mandibola rotta, o persuadere un cittadino arrabbiato ad accettare un rimborso dei danni, piuttosto che ricorrere alla violenza.
qstr_Though_the_distinction_f|Anche se noti il cambiamento all'improvviso, in qualche modo divieni {s13}, e il mondo intero sembra cambiare intorno a te. Ascoltando il richiamo alla libertà, viaggi di villaggio in villaggio comprando e vendendo quello che puoi. Non è un'esistenza ricca, ma diventi abile nel contrattare, anche con i vecchi più avari, ottenendo buoni prezzi. Presto, lo senti, potresti iniziare a creare il tuo impero commerciale...
qstr_Though_the_distinction_fe|Anche se noti il cambiamento all'improvviso, in qualche modo divieni {s13}, e il mondo intero sembra cambiare intorno a te. Hai abbracciato la carriera del fabbro. Crei oggetti utili e belli da vedere da del semplice metallo. Con il passare del tempo diventi abile nel tuo campo, e il buon lavoro inizia a dare i suoi buoni frutti. Con la pancia piena e ceppi nel tuo camino, puoi nutrire orgoglio per il tuo lavoro e per la tua crescente reputazione.
qstr_Though_the_distinction_fel|Anche se noti il cambiamento all'improvviso, in qualche modo divieni {s13}, e il mondo intero sembra cambiare intorno a te. Hai provato insoddisfazione, nella disperata ricerca di denaro, notando le vicine foreste del lord, hai deciso di approfittare dell'abbondanza delle stesse, sia dannata la legge. Hai cacciato cervi, cinghiali e oche vendendo le preziose carni in nero. Hai abbattuto alberi sotto il naso delle guardie convertendoli in legna da ardere usata nelle case fredde durante l'inverno. Tutto per poco argento, naturalmente.
qstr_{s1}^^_Then_as_a_you|{s1}^^  Quindi, crescendo, la vita di sempre è cambiata. Decidi di diventare {s2}. {s3}
qstr_Only_you_know_exactl|Solo tu sai esattamente cosa ti ha spinto a cambiare vita e diventare una persona dedita all'avventura. Tuttavia, andarsene non era una scelta difficile, con la rabbia che ardeva intensamente nel tuo cuore. Vuoi vendetta. Vuoi giustizia. Quello che ti è stato fatto non può essere dimenticato, e questi debiti possono essere pagati solo col sangue...
qstr_Only_you_know_exactly|Solo tu sai esattamente cosa ti ha spinto a cambiare vita e diventare una persona dedita all'avventura. Tutto ciò che puoi dire è che non potresti sopportare di restare, non con i ricordi di quella persona che hai amato così da vicino e così dolorosamente. Forse la tua nuova vita ti permetterà di dimenticare, o l'onore del tuo nome ti solleverà da ciò che non potevi più sopportare di sentire dentro di te...
qstr_Only_you_know_exactly_|Solo tu sai esattamente cosa ti ha spinto a cambiare vita e diventare una persona dedita all'avventura. Non hai nemmeno la consapevolezza di quando la tua casa è diventata una prigione, di quando i tuoi parenti ti sono sembrati banali, ma i tuoi sogni di partire ti hanno fatto maturare la scelta di cambiare la tua vecchia vita. Sia che desideri di raggiungere qualche posto lontano o strade aperte e libertà di viaggiare senza meta, non puoi più sopportare di restare sempre nello stesso posto. Hai deciso di partire e non hai mai volto lo sguardo alle tue spalle...
qstr_Only_you_know_exactly_w|Solo tu sai esattamente cosa ti ha spinto a cambiare vita e diventare una persona dedita all'avventura. Comunque, sai di non poter tornare indietro. Non troverai niente di meglio se tornerai. Qualunque cosa avessi, adesso non c'è più, e devi affrontare il fatto che sei fuori, nel vastissimo mondo con la stessa libertà e probabilità di nuotare o naufragare...
qstr_Only_you_know_exactly_wh|Solo tu sai esattamente cosa ti ha spinto a cambiare vita e diventare una persona dedita all'avventura. Per tutti appare evidente come tu tragga motivazione soltanto dal guadagno personale. Vuoi avere ricchezza, potere, rispetto, timore di te. Vuoi essere l'unica persona per la quale gli altri sentano la fretta di obbedire. Vuoi che la gente conosca il tuo nome, e che tremi quando viene pronunciato. Tu vuoi tutto, e non ti lascerai fermare da nessuno per averlo...
qstr_{s1}^^_But_soon_ever|{s1}^^ Ma presto le cose cambiano ancora, e decidi di mettere in gioco la tua vita verso l'avventura. Cosa ti ha spinto a questa decisione {s2}. {s3}
; qstr_{s1}^^_As_a_{s3}_{s2|{s1}^^ As a {s3} {s2}. You {s4}
qstr_{reg0}_denars_added_|{reg0} denari aggiunti al tesoro.
qstr_{reg0}_denars_remove|{reg0} denari rimossi dal tesoro.
qstr_{s1}_and_{s2}_have_e|{s1} e {s2} hanno stipulato un'alleanza tra di loro.
qstr_{s1}_and_{s2}_have_c|{s1} e {s2} hanno stipulato un'alleanza difensiva tra di loro.
qstr_{s1}_and_{s2}_have_co|{s1} e {s2} hanno stipulato un accordo commerciale tra loro.
qstr_{s1}_and_{s2}_have_con|{s1} e {s2} hanno stipulato un patto di non aggressione tra loro.
qstr_{s5}_patrol|Pattuglia di {s5}
qstr_Transfer_to_{s5}|Trasferisci a {s5}
qstr_{s5}_scout|{s5} esplora
; qstr_{s4}_has_returned_fr|{s4} has returned from exile, seeking refuge with {s6} of {s5}.
; qstr_{s4}_has_been_grante|{s4} has been granted a pardon by {s6} of {s5} and has returned from exile.
; qstr_Given_the_way_things|Given the way things stand between us at the moment, {playername}, I would not consider it prudent to enter into such an arrangement.
; qstr_{playername}_I_am_gr|{playername}, I am grateful to you, but in the eyes of the people you do not have sufficient legitimacy as a potential co-ruler.  Marrying you would undermine my own claim to the throne.
; qstr_{playername}_I_know_|{playername}, I know that if it were not for you I would not sit on this throne, but your name is little renowned in Calradia.  Marrying you would be perceived as an uneven match and would call into question my own claim to the throne.
; qstr_{playername}_I_am_gra|{playername}, I am grateful for your assistance in regaining my rightful throne, but you do not have sufficient personal holdings to be a suitable match for me.  It would be an uneven partnership.
; qstr_{playername}_I_am_grat|{playername}, I am grateful to you, but if I were to accept at this time I would risk offending powerful lords such as {s15}, who may consider themselves to have honor equal to or greater than your own.
; qstr_{playername}_I_am_grate|{playername}, I am grateful to you, but if I were to accept at this time I would risk offending great lords such as {s15}, who may consider themselves to have honor equal to or greater than your own.
; qstr_{playername}_while_I|{playername}, while I am grateful to you, I must confess I am fond of {s15}.
; qstr_Our_realm_has_too_fe|Our realm has too few vassals.  In the current precarious state of the affairs I must use the lure of a potential political alliance to attract new vassals, and cannot yet be seen to commit to any single {reg65?suitor:candidate}.
; qstr_Because_I_have_insuf|Because I have insufficient personal holdings compared to {s15}, if I entered into such an arrangement I would risk appearing to be a puppet, throwing the stability of the realm into jeopardy.
; qstr_Because_my_personal_|Because my personal holdings are insufficiently large compared to other lords of the {s14}, if I entered into such an arrangement I would risk appearing to be a puppet, throwing the stability of the realm into jeopardy.
; qstr_I_am_grateful_to_you|I am grateful to you, {playername}, but you have too many enemies among the lords of the {s14} for your proposal to be politically viable.  If I were to accept, there might be a revolt.
; qstr_You_have_engendered_|You have engendered too much controversy recently, {playername} .  If I were to accept at this time, there might be a revolt among the lords of the {s14}.  Let us speak of this later when the furor has died down.
; qstr_If_you_desire_to_lea|If you desire to lead the {s14} alongside me, gather support among my vassals to become marshall, and demonstrate to them your abilities as a war leader.
; qstr_Our_realm_has_lost_t|Our realm has lost too much territory.  We once held {s1} but now only hold {s0}.  In the current precarious state of affairs I must retain the possibility of a political alliance to use as a bargaining chip with the other sovereigns, so I yet be seen to commit to any single {reg65?suitor:candidate}.  Restore the {s14} to its former glory, and I will gladly have you rule beside me as my {husband/wife}.
; qstr_{s0}_{reg0?have:has}|{s0} {reg0?have:has} been lost to foreign hands.  Restore the {s14} to its rightful boundaries, and I will gladly have you rule beside me as my {husband/wife}.
; qstr_You_have_only_been_m|You have only been marshall for {reg0} {reg1?days:day}.  Let us speak of this after you have held the post for at least two weeks.
; qstr_If_not_for_you_I_wou|If not for you I would not sit on this throne, {playername}.  When we started our long walk, few people had the courage to support me.  And fewer still would be willing to put their lives at risk for my cause.  But you didn't hesitate for a moment in throwing yourself at my enemies. We have gone through a lot together, and with God's help, we prevailed.  I will gladly accept you as both my {husband/wife} and co-ruler of the {s14}.
qstr_axe|ascia
qstr_spear|lancia
qstr_bow|arco
qstr_sword|spada
qstr_axes|ascie
qstr_spears|lance
qstr_bows|archi
qstr_swords|spade
; qstr_swing_my_axe|swing my axe
; qstr_lift_my_spear|lift my spear
; qstr_loose_my_arrows|loose my arrows
; qstr_swing_my_sword|swing my sword
qstr_sultan|sultano
qstr_khans|khan
qstr_sultans|sultani
qstr_kings|re
qstr_lord|lord
qstr_lords|lord
; qstr_goatherd|goatherd
; qstr_swineherd|swineherd
; qstr_stable_{boy/girl}|stable {boy/girl}
; qstr_shepherd_{boy/girl}|shepherd {boy/girl}
qstr_kvass|kvass
qstr_kumis|kumis
qstr_mead|Prateria
qstr_wine|vino
; qstr_{reg6?M:m}y_poppet|{reg6?M:m}y poppet
qstr_{reg0?Y:y}ou|{reg0?T:t}u
; qstr_{reg0?M:m}yself|{reg0?M:m}yself
; qstr_{reg0?O:o}ur_{s1}_{s|{reg0?O:o}ur {s1} {s0}
; qstr_{reg0?M:m}y_{s1}_{s0|{reg0?M:m}y {s1} {s0}
; qstr_{reg0?Y:y}our_{s1}_{|{reg0?Y:y}our {s1} {s0}
qstr_{s2}{s1}_|{s2}{s1},
; qstr__The_following_food_| The following food items were destroyed or looted: {s2}. 
; qstr__A_pack_horse_has_ra| A pack horse has ran off!!
; qstr__Some_tools_have_bee| Some tools have been broken or misplaced.
qstr__{reg3}|{reg3}
qstr_{s2}:_{reg3}_{reg4}_|{s2}: {reg3}, {reg4} giorni
qstr_{s4}:_{reg4}|{s4}: {reg4}
qstr_{s1}_gathering_suppo|{s1}(raccoglie consenso)
qstr_{s1}__intelligence_|{s1} (intelligence)
qstr_{s1}__ambassy_|{s1} (ambasceria)
qstr_{s1}__minister|{s1} (ministro
qstr_{s1}__under_arms_|{s1}(attualmente in armi)
qstr_{s1}__attempting_to_|{s1}(tenta di riunirsi)
qstr_{s1}__separated_afte|{s1} (separato dopo la battaglia)
qstr_{s57}_and_{s50}|{s57} e {s50}
qstr_Calradia.|Calradia.
qstr_sworn_man|uomo giurato
qstr_ruler|regnante
qstr_free_man|uomo libero
; qstr_{s1}_Renown:_{reg40}|{s1} Renown: {reg40}, Controversy: {reg41}^Honor: {reg42}, Right to rule: {reg43}^                                  You are a {s44} of {s45}^{reg45?{reg46?Your liege, {s46},{s47}:You are the ruler of {s45}}:}^^Friends: ^Enemies: ^^Fiefs:^  {reg50?{s50}:no fief}
; qstr_{s1}{s2}_{reg46?Repu|{s1}{s2} {reg46?Reputed to be {s42}:}^Renown: {reg40}, Controversy: {reg41} {reg46?Impatience: {reg43}:}^                                    {s44} noble of the {s45}^{reg46?Liege: {s46}, Relation: {reg47}:Ruler of the {s45}}^^{reg48?Currently prisoner of the {s48}:}^                                    Days since last meeting: {reg49}^^Fiefs {reg51?(was promised a fief):}:^  {reg50?{s50}:no fief}
qstr_conventional|convenzionale
qstr_adventurous|avventuroso
; qstr_otherwordly|otherwordly
qstr_ambitious|ambizioso
qstr_moralist|moralista
qstr_just_met|appena incontrato
qstr_admirer|ammiratore
qstr_promised|promesso
; qstr_breakup|breakup
qstr_unknown|sconosciuto
qstr_Heroic_{s50}|Eroico {s50}
qstr_Allegoric_{s50}|Allegorico {s50}
qstr_Comic_{s50}|Comico {s50}
qstr_Mystic_{s50}|Mistico {s50}
qstr_Tragic_{s50}|Tragico {s50}
; qstr_{s1}{s2}_Controversy|{s1}{s2} Controversy: {reg41}^Reputation: {s42}, Courtship state: {s43}^                                    Belongs to the {s45}^{reg46?Her father, {s46}:Her guardian, {s46}}{s47}^Allowed to visit: {reg45?yes:no} {reg48?Betrothed to {s48}:}^^                                  Days since last meeting: {reg49}^^Poems:^  {reg50?{s50}:no poem heard}
qstr_Gathering_support|Raccogliendo consenso
qstr_Gathering_intelligen|Raccoglie informazioni a {s66}
; qstr_Ambassy_to_{s66}|Ambassy to {s66}
qstr_Minister|Ministri
qstr_none|nessuno
; qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Reputation: {s42}^                                    Born at {s43}^Contact in {s44} of the {s45}.^                                  ^{reg48?Currently prisoner of the {s48}:}^Days since last talked to: {reg49}^^Current mission:^  {s50}{reg50?, back in {reg50} days.:}
qstr_{s1}^|{s1}^
qstr_Your_party_consumed_|La tua compagnia ha consumato {reg1} unità di cibo {reg4?, {reg4} da approvvigionamento:} ({reg2} giorni rimasti).
qstr_{s2}_managed_to_fora|{s2} è riuscito ad approvigionare {reg4} unità di cibo per completare le forniture.
qstr_{s1}_wife_of_{s3}{re|{s1}, moglie di {s3}{reg0?,{s60}:}
; qstr_{s1}_{reg1?daughter_|{s1}, {reg1?daughter of:pupil of} {s3}{reg4?, betrothed to {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} e {s6}
; qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, son of {s5}{reg1?,:{reg0?,:}}:}{reg1? prisoner{reg0?,:}:}{reg0?{s60}:}
; qstr_{s10}_{reg1?daughter|{s10}, {reg1?daughter of:pupil of} {s3}{reg4?, betrothed to {s5}:}{reg0?,{s60}:}
; qstr_Messenger_{s65}|Messenger {s65}
; qstr_Envoy_{s65}|Envoy {s65}
; qstr_Consul_{s65}|Consul {s65}
; qstr_Legate_{s65}|Legate {s65}
; qstr_Missi_Dominici_{s65}|Missi Dominici {s65}
qstr_{s65}|{s65}
; qstr_{s10}{reg0?__who{s60|{s10}{reg0? (who{s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
; qstr_{s0}_Trade_Ledger_Ar|{s0} Trade Ledger Array
qstr_Hold|Tenete le Posizioni
qstr_{s1}_x{reg0}|{s1} x{reg0}
qstr_Hold_Fire|Non tirate
qstr_Fire_at_Will|Fuoco a volontà
qstr_Use_Shield|Utilizzare scudo
qstr_Back_10_Paces|Tornare di 10 Passi
qstr_{s2}^{s1}|{s2}^{s1}
qstr_No_Position_Orders|Non dare Ordini di Posizione
qstr_No_Weapons_Orders|Non dare Ordini sulle Armi
qstr_ready_bows_and_missi|Armi da lancio e da tiro pronte
; qstr_ready_side_arms|ready side arms
qstr_ready_two_handers|armi a due mani pronte
qstr_ready_polearms|armi con asta pronte
qstr_brandish_shields|usare lo scudo
qstr_doff_your_shields|non usare lo scudo
qstr_shields_at_will|scudi a volontà
qstr_avoid_melee|evitare il corpo a corpo
; qstr_stand_and_fight|stand and fight
; qstr_prepare_to_volley|prepare to volley
; qstr_end_volley|end volley
; qstr_brace_for_charge|brace for charge
; qstr_remove_brace_and_fig|remove brace and fight
qstr_Everyone|Tutti
qstr_No_Troops_Left.|Nessuna Unità Rimasta.
qstr_Undefined!|Indefinito!
; qstr_DEBUG_:_Weather_pena|DEBUG : Weather penalty {reg2}% - {s0}: {reg0} to {reg1}
qstr_DEBUG_:_{s0}_profici|DEBUG: competenza {s0} ripristinato a: {reg1}
; qstr_ranks|ranks
qstr_shield_wall|muro di scudi
qstr_wedge|cuneo
qstr_square|quadrato
; qstr_up|up
; qstr_Not_enough_troops_in|Not enough troops in {s2} to form {s1}, but holding.
qstr_infantry|fanteria
qstr_archer|arceri
qstr_cavalry|cavalleria
qstr_polearm|Arma con Asta
qstr_skirmisher|shermagliatori
qstr_mounted_archer|arcieri a cavallo
qstr_support|supporto
qstr_bodyguard|guardia del corpo
; qstr_undetermined_type_of|undetermined type of
; qstr_{s1}:_infantry_forma|{s1}: infantry formation disassembled.
; qstr_{s1}:_archer_formati|{s1}: archer formation disassembled.
; qstr_{s1}:_skirmisher_for|{s1}: skirmisher formation disassembled.
; qstr_{s1}:_cavalry_format|{s1}: cavalry formation disassembled.
; qstr_{s1}:_formation_disa|{s1}: formation disassembled.
; qstr_Cavalry_formation_di|Cavalry formation disassembled.
qstr_You_have_been_enlist|Sei stato arruolato!
qstr_You_have_left_your_c|Hai lasciato il tuo comandante!
qstr_You_have_been_grante|Ti è stato concesso il congedo!
qstr_You_have_rejoined_yo|Ti sei ricongiunto al tuo comandante!
qstr_{s3}_{s2}|{s3}, {s2}
; qstr_The_equipment_of_a_{|The equipment of a {s1}: {s2}is assigned to you.
; qstr_The_equipment_of_a_{s|The equipment of a {s1}: {s2}is taken from you.
; qstr_array[{reg0}]_create|array[{reg0}] created
; qstr_array[{reg0}]_destro|array[{reg0}] destroyed
; qstr_array_p_shift_range_|array p shift range array={reg21}, start index={reg22}, end index={reg23}, shift offset={reg24}, default value={reg25}
; qstr_DEBUG__GPU_:_Label__|DEBUG (GPU): Label '{s31}' stored in slot {reg32}, value {reg31}.
qstr___{reg1}_{reg2}__|( {reg1}, {reg2} )
; qstr_ERROR__CCP_:_An_inva|ERROR (CCP): An invalid item was detected and will not be stored.
; qstr_DEBUG__CCP_:_Item__{|DEBUG (CCP): Item '{s31}' successfully stored in slot {reg31}.
; qstr_DEBUG__CCP_:_There_w|DEBUG (CCP): There was no valid spot to place this item.
; qstr_ERROR__CCP_:_An_inval|ERROR (CCP): An invalid item was detected and will not be removed.
; qstr_DEBUG__CCP_:_Item__{s|DEBUG (CCP): Item '{s31}' successfully removed from slot {reg31}.
; qstr_DEBUG__CCP_:_The_pla|DEBUG (CCP): The player did not have a '{s31}'.
qstr_+{reg2}|+{reg2}
qstr_You_came_into_the_wor|I tuoi natali come {reg3?figlia:figlio} di una famiglia nobile decaduta, il cui unico possedimento rimasto è la casa in cui vivi, sono stati difficili. Tuttavia, nonostante le avversità, i tuoi genitori ti hanno permesso di avere una buona istruzione e ti hanno insegnato fin dalla tenera età l'intransigenza dell'aristocrazia e della vita di corte.
qstr_You_were_born_the_{re|La tua nascita e crescita come {reg3?figlia:figlio} di un mercante itinerante ti ha visto sempre in movimento da un posto all'altro in cerca di un profitto. Anche se i tuoi genitori,  essendo più ricchi di molte altre persone, ti hanno dato una buona educazione, hai trovato sempre il modo di frequentare amici lungo la strada provando un immenso piacere vendendo loro qualcosa.
qstr_As_a_child_your_famil|La vita ti ha visto crescere in una famiglia che vive di stenti, il lavoro di tuo padre come guardia del signore locale è pagato molto poco. Non è una vita facile, i tuoi genitori sono così poveri da non poterti permettere un'istruzione valida. Hai imparato a difenderti con o senza armi passando molto tempo per strada.
qstr_You_were_the_{reg3?da|Sei {reg3?figlia:figlio} di una famiglia che viveva nei boschi. I tuoi genitori cacciavano, tagliavano la legna, costruivano frecce e quando i tempi si facevano più duri, si procuravano il cibo col bracconaggio. L'inverno non era mai una bella stagione, il freddo colpiva tanto le persone quanto gli animali, ma tu hai sempre trovato il modo di sopravvivere; i tuoi fratelli e le tue sorelle non sono state così fortunate.
qstr_You_were_a_child_of_t|Sei un erede della steppa, la tua nascita e crescita si è verificata in una tribù di nomadi che vive in grandi accampamenti nella prateria, è stata dura. Come ogni membro della tribù, anche la tua famiglia venera i cavalli più di ogni altra cosa, ti hanno insegnato a cavalcare prima ancora che a camminare.
qstr_As_the_{reg3?daughter|In quanto {reg3?figlia:figlio} di un ladro, hai avuto un'educazione 'particolare'. Anzichè giocare per strada, hai passato il  tempo a imparare il mestiere del ladro, ovvero hai fatto 'pratica' nel tagliare le cinghie dei borselli e nello scassinare le serrature. Questi lunghi anni di 'scuola' hanno acuito la tua furbizia e l'abilità nel muoverti fra i vicoli oscuri delle città.
; qstr_A_{reg3?daughter:son|A {reg3?daughter:son} that nobody wanted, you were left to the faith as a baby, a foundling raised by the septons and silent sisters to their own traditions.  You were only one of many other foundlings and orphans, but you nonetheless received a lot of attention as well as many years of study in the sept library and before the statues of the Gods. They taught you many things. Gradually, faith became such a part of your life that it was no different from the blood coursing through your veins.
qstr_As_a_{reg3?girl:boy}_grow|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, la tua assegnazione è presso la corte di un nobile del paese. I tuoi primi insegnamenti riguardano l'umiltà, come quella che mostrano talvolta i signori e le signore del casato. Ma dai loro giochi di scacchi, dai loro pettegolezzi, e persino dalla poesia di grandi opere e di amor cortesi, hai cominciato velocemente ad imparare tutto riguardo le competizioni ed i conflitti degli adulti. Hai imparato anche dai giochi rudimentali degli altri ragazzi, che combattono con bastoni per imitare le spade dei più grandi.
qstr_As_a_{reg3?girl:boy}_growi|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, hai imparato a commerciare grazie ad un artigiano locale. Dopo anni di duro lavoro e studio sotto il controllo del tuo nuovo maestro, hai ottenuto la promozione e la qualifica, poi l'assunzione come persona esperta nell'artigianato pagata a prezzo fino quando avessi voluto rimanere.
qstr_As_a_{reg3?girl:boy}_growin|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, inizi a lavorare come apprendista per un ricco mercante, imparando a commerciare col trascorrere degli anni, lavorando in negozi o guidando carovane. Diventi presto una persona esperta nell'arte del comprare a basso prezzo, del vendere ad alto prezzo, e del lasciare l'acquirente col pensiero che abbia fatto un grande affare.
qstr_As_a_{reg3?girl:boy}_growing|Essendo {reg3?una ragazza appena cresciuta:un ragazzo appena cresciuto}, vivi per la strada, facendo qualunque cosa sia necessaria per sopravvivere. Elemosinando, rubando e lavorando per alcune bande per guadagnarti il pane, vivi giorno per giorno in questo mondo violento, sempre un passo avanti alla legge e a chi ti vuole male.
